,Player,Club,POS,GP,GS,MINS,SHTS,SV,GA,GAA,PKG/A,W,L,T,ShO,W%,Sv%,Year,Season,Club_Name
1310,Paul Grafer,,GK,3,3,280,14,8,5,1.67,1/2,2,1,0,0,66.7,57.1,2000,post,
1311,Scott Garlick,,GK,2,2,180,13,6,6,3.0,1/1,0,2,0,0,0.0,46.2,2000,post,
1312,Mike Ammann,,GK,2,2,180,13,7,3,1.5,0/0,1,1,0,1,50.0,53.8,2000,post,
1313,Matt Jordan,,GK,2,2,190,12,7,4,2.0,0/0,0,2,0,0,0.0,58.3,2000,post,
1314,Matt Reis,,GK,1,0,51,0,0,0,0.0,0/0,1,0,0,1,100.0,0.0,2000,post,
1315,Bo Oshoniyi,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2000,post,
1316,Adin Brown,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2000,post,
1317,Tim Howard,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2000,post,
1318,Rich Cullen,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2000,post,
1319,Andy Kirk,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2000,post,
1320,Johann Noetzel,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2000,post,
1321,Matt Nyman,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2000,post,
1322,Russell Payne,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2000,post,
1323,Chris Snitko,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2000,post,
1324,David Winner,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2000,post,
1325,Kevin Hartman,,GK,7,7,676,32,19,11,1.57,0/0,3,2,2,1,42.9,59.4,2001,post,
1326,Nick Rimando,,GK,6,6,499,36,26,9,1.5,1/1,3,3,0,2,50.0,72.2,2001,post,
1327,Joe Cannon,,GK,6,6,550,22,18,3,0.5,1/1,5,1,0,3,83.3,81.8,2001,post,
1328,Zach Thornton,,GK,6,6,572,29,23,5,0.83,0/1,2,2,2,2,33.3,79.3,2001,post,
1329,Tony Meola,,GK,3,3,270,14,9,4,1.33,0/0,1,2,0,1,33.3,64.3,2001,post,
1330,Matt Jordan,,GK,3,3,280,20,14,5,1.67,0/0,0,2,1,0,0.0,70.0,2001,post,
1331,Tim Howard,,GK,3,3,288,25,16,6,2.0,0/0,1,1,1,0,33.3,64.0,2001,post,
1332,Tom Presthus,,GK,2,2,180,14,8,6,3.0,0/0,0,2,0,0,0.0,57.1,2001,post,
1333,Jeff Cassar,,GK,1,0,45,1,1,0,0.0,0/0,0,0,0,0,0.0,100.0,2001,post,
1334,Jon Busch,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2001,post,
1335,Henry Ring,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2001,post,
1336,Paul Grafer,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2001,post,
1337,Bo Oshoniyi,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2001,post,
1338,Matt Reis,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2001,post,
1339,Jon Conway,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2001,post,
1340,Alex Deegan,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2001,post,
1341,Mark Dougherty,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2001,post,
1342,Adin Brown,,GK,7,7,673,51,42,5,0.71,1/1,3,2,2,4,42.9,82.4,2002,post,
1343,Kevin Hartman,,GK,6,6,572,29,20,8,1.33,0/1,5,1,0,3,83.3,69.0,2002,post,
1344,David Kramer,,GK,5,5,461,33,21,10,2.0,0/0,1,3,1,1,20.0,63.6,2002,post,
1345,Jon Busch,,GK,5,5,470,27,21,5,1.0,0/0,2,1,2,1,40.0,77.8,2002,post,
1346,Zach Thornton,,GK,3,3,270,11,6,5,1.67,0/0,1,2,0,0,33.3,54.5,2002,post,
1347,Tony Meola,,GK,3,3,279,22,13,9,3.0,1/1,1,2,0,0,33.3,59.1,2002,post,
1348,Matt Jordan,,GK,3,3,281,18,13,5,1.67,1/1,1,1,1,0,33.3,72.2,2002,post,
1349,Joe Cannon,,GK,2,2,180,15,10,4,2.0,0/0,0,2,0,0,0.0,66.7,2002,post,
1350,Jon Conway,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2002,post,
1351,Matt Napoleon,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2002,post,
1352,Scott Vallow,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2002,post,
1353,Bo Oshoniyi,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2002,post,
1354,Matt Reis,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2002,post,
1355,Juergen Sommer,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2002,post,
1356,Tom Presthus,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2002,post,
1357,Henry Ring,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2002,post,
1358,Zach Thornton,,GK,4,4,371,15,11,4,1.0,0/0,3,1,0,3,75.0,73.3,2003,post,
1359,Pat Onstad,,GK,4,4,393,25,17,8,2.0,0/1,3,1,0,0,75.0,68.0,2003,post,
1360,Adin Brown,,GK,3,3,281,21,17,2,0.67,1/1,1,1,1,1,33.3,81.0,2003,post,
1361,Tony Meola,,GK,3,3,297,14,10,4,1.33,0/0,1,1,1,1,33.3,71.4,2003,post,
1362,Doug Warren,,GK,2,2,180,12,8,4,2.0,0/0,0,2,0,0,0.0,66.7,2003,post,
1363,Jonny Walker,,GK,2,2,180,9,6,3,1.5,0/0,0,1,1,0,0.0,66.7,2003,post,
1364,Joe Cannon,,GK,2,2,180,10,6,3,1.5,0/0,0,1,1,0,0.0,60.0,2003,post,
1365,Kevin Hartman,,GK,2,2,186,13,8,5,2.5,0/0,1,1,0,1,50.0,61.5,2003,post,
1366,Matt Reis,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2003,post,
1367,Scott Garlick,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2003,post,
1368,Bo Oshoniyi,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2003,post,
1369,Henry Ring,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2003,post,
1370,Paul Grafer,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2003,post,
1371,Josh Saunders,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2003,post,
1372,Clint Baumstark,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2003,post,
1373,Dan Popik,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2003,post,
1374,Kyle Singer,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2003,post,
1375,Curtis Spiteri,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2003,post,
1376,Scott Vallow,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2003,post,
1377,Jon Conway,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2003,post,
1378,Bo Oshoniyi,,GK,4,4,360,18,14,5,1.25,0/0,2,2,0,2,50.0,77.8,2004,post,
1379,Nick Rimando,,GK,4,4,390,29,22,5,1.25,2/2,3,0,1,2,75.0,75.9,2004,post,
1380,Kevin Hartman,,GK,3,3,270,13,10,3,1.0,0/0,1,2,0,1,33.3,76.9,2004,post,
1381,Matt Reis,,GK,3,3,300,17,12,4,1.33,0/2,1,0,2,1,33.3,70.6,2004,post,
1382,Joe Cannon,,GK,2,2,180,10,8,2,1.0,0/0,1,1,0,1,50.0,80.0,2004,post,
1383,Jon Busch,,GK,2,2,180,8,6,2,1.0,0/0,0,1,1,0,0.0,75.0,2004,post,
1384,Pat Onstad,,GK,2,2,180,8,5,3,1.5,0/0,1,1,0,1,50.0,62.5,2004,post,
1385,Jonny Walker,,GK,2,2,180,12,8,4,2.0,0/0,0,2,0,0,0.0,66.7,2004,post,
1386,William Hesmer,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2004,post,
1387,Troy Perkins,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2004,post,
1388,Zach Wells,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2004,post,
1389,Steve Cronin,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2004,post,
1390,Dan Popik,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2004,post,
1391,Scott Vallow,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2004,post,
1392,Tony Meola,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2004,post,
1393,Matt Jordan,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2004,post,
1394,Jon Conway,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2004,post,
1395,Doug Warren,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2004,post,
1396,Kevin Hartman,,GK,4,4,390,18,16,2,0.5,0/0,3,0,1,2,75.0,88.9,2005,post,
1397,Matt Reis,,GK,4,4,390,27,22,3,0.75,0/0,2,2,0,1,50.0,81.5,2005,post,
1398,Zach Thornton,,GK,3,3,270,5,4,1,0.33,0/0,1,1,1,2,33.3,80.0,2005,post,
1399,Joe Cannon,,GK,3,3,300,20,16,4,1.33,0/1,0,1,2,1,0.0,80.0,2005,post,
1400,Pat Onstad,,GK,2,2,180,8,4,4,2.0,0/0,0,1,1,0,0.0,50.0,2005,post,
1401,Tony Meola,,GK,2,2,180,15,11,3,1.5,0/0,1,1,0,1,50.0,73.3,2005,post,
1402,Nick Rimando,,GK,2,2,180,11,5,4,2.0,0/0,0,1,1,1,0.0,45.5,2005,post,
1403,Scott Garlick,,GK,2,2,210,8,6,2,1.0,0/0,0,0,2,1,0.0,75.0,2005,post,
1404,Jeff Cassar,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2005,post,
1405,Jon Conway,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2005,post,
1406,Doug Warren,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2005,post,
1407,David Mahoney,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2005,post,
1408,Matt Pickens,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2005,post,
1409,Troy Perkins,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2005,post,
1410,Bouna Coundoul,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2005,post,
1411,Dario Sala,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2005,post,
1412,Zach Wells,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2005,post,
1413,Steve Cronin,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2005,post,
1414,Josh Saunders,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2005,post,
1415,Andrew Weber,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2005,post,
1416,Clint Baumstark,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2005,post,
1417,Byron Foss,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2005,post,
1418,Robby Fulton,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2005,post,
1419,Chris Gomez,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2005,post,
1420,T.J. Tomasso,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2005,post,
1421,Michael Ueltschey,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2005,post,
1422,Pat Onstad,,GK,4,4,390,14,9,4,1.0,1/1,2,1,1,1,50.0,64.3,2006,post,
1423,Matt Reis,,GK,4,4,420,20,17,3,0.75,0/0,2,1,1,1,50.0,85.0,2006,post,
1424,Troy Perkins,,GK,3,3,270,8,6,2,0.67,0/0,1,1,1,1,33.3,75.0,2006,post,
1425,Joe Cannon,,GK,3,3,300,13,6,7,2.33,0/0,1,2,0,0,33.3,46.2,2006,post,
1426,Jon Conway,,GK,2,2,180,7,5,2,1.0,0/0,0,1,1,0,0.0,71.4,2006,post,
1427,Brad Guzan,,GK,2,2,180,14,11,3,1.5,1/2,1,1,0,0,50.0,78.6,2006,post,
1428,Matt Pickens,,GK,2,2,210,18,16,2,1.0,0/0,1,1,0,1,50.0,88.9,2006,post,
1429,Dario Sala,,GK,2,2,210,16,12,4,2.0,0/0,1,1,0,0,50.0,75.0,2006,post,
1430,Zach Wells,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2006,post,
1431,Shaka Hislop,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2006,post,
1432,Bouna Coundoul,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2006,post,
1433,Ray Burse,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2006,post,
1434,Preston Burpo,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2006,post,
1435,Michael Behonick,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2006,post,
1436,Peter Dzubay,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2006,post,
1437,Martin Hutton,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2006,post,
1438,Ryan McIntosh,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2006,post,
1439,T.J. Tomasso,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2006,post,
1440,Doug Warren,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2006,post,
1441,David Mahoney,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2006,post,
1442,Jeff Cassar,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2006,post,
1443,Tony Meola,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2006,post,
1444,Nick Rimando,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2006,post,
1445,Zach Thornton,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2006,post,
1446,Matt Jordan,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2006,post,
1447,Matt Reis,,GK,4,4,360,27,24,2,0.5,0/0,2,1,1,3,50.0,88.9,2007,post,
1448,Pat Onstad,,GK,4,4,390,14,11,3,0.75,0/0,3,1,0,1,75.0,78.6,2007,post,
1449,Matt Pickens,,GK,3,3,270,14,10,3,1.0,0/0,1,1,1,1,33.3,71.4,2007,post,
1450,Kevin Hartman,,GK,3,3,270,17,14,2,0.67,0/0,1,1,1,2,33.3,82.4,2007,post,
1451,Dario Sala,,GK,2,2,115,8,8,0,0.0,0/0,1,0,0,1,50.0,100.0,2007,post,
1452,Brad Guzan,,GK,2,2,180,6,5,1,0.5,0/0,0,1,1,1,0.0,83.3,2007,post,
1453,Jon Conway,,GK,2,2,180,9,8,1,0.5,0/0,0,1,1,1,0.0,88.9,2007,post,
1454,Troy Perkins,,GK,2,2,180,9,5,3,1.5,0/0,0,1,1,0,0.0,55.6,2007,post,
1455,Ray Burse,,GK,1,0,95,9,5,4,4.0,0/0,0,1,0,0,0.0,55.6,2007,post,
1456,Nick Noble,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2007,post,
1457,Preston Burpo,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2007,post,
1458,Justin Myers,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2007,post,
1459,Zach Wells,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2007,post,
1460,Jordan James,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2007,post,
1461,Jay Nolly,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2007,post,
1462,Shawn Crowe,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2007,post,
1463,Eric Kronberg,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2007,post,
1464,Chris Konopka,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2007,post,
1465,Brad Knighton,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2007,post,
1466,Danny Cepero,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2007,post,
1467,Doug Warren,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2007,post,
1468,Ronald Waterreus,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2007,post,
1469,Jon Busch,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2007,post,
1470,Danny Cepero,,GK,4,4,360,22,17,4,1.0,0/0,2,1,1,2,50.0,77.3,2008,post,
1471,William Hesmer,,GK,4,4,360,10,7,3,0.75,0/0,3,0,1,1,75.0,70.0,2008,post,
1472,Nick Rimando,,GK,3,3,270,13,9,3,1.0,1/1,1,1,1,1,33.3,69.2,2008,post,
1473,Jon Busch,,GK,3,3,270,12,10,2,0.67,0/0,1,1,1,2,33.3,83.3,2008,post,
1474,Zach Thornton,,GK,2,2,180,15,11,3,1.5,0/0,0,1,1,0,0.0,73.3,2008,post,
1475,Kevin Hartman,,GK,2,2,180,7,4,3,1.5,0/0,0,1,1,0,0.0,57.1,2008,post,
1476,Matt Reis,,GK,2,2,180,13,8,3,1.5,0/0,0,1,1,1,0.0,61.5,2008,post,
1477,Pat Onstad,,GK,2,2,180,8,3,4,2.0,1/1,0,1,1,0,0.0,37.5,2008,post,
1478,Tony Caig,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2008,post,
1479,Andy Gruenebaum,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2008,post,
1480,Eric Kronberg,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2008,post,
1481,Boris Pardo,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2008,post,
1482,Brad Knighton,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2008,post,
1483,Jon Conway,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2008,post,
1484,Doug Warren,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2008,post,
1485,Nick Noble,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2008,post,
1486,Kyle Reynish,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2008,post,
1487,Chris Seitz,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2008,post,
1488,Kenny Schoeni,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2008,post,
1489,Caleb Patterson-Sewell,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2008,post,
1490,Lance Parker,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2008,post,
1491,Corbin Waller,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2008,post,
1492,Dan Kennedy,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2008,post,
1493,Terry Boss,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2008,post,
1494,Tyler Kettering,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2008,post,
1495,Donovan Ricketts,,GK,4,4,366,14,11,3,0.75,0/0,2,0,1,2,50.0,78.6,2009,post,
1496,Nick Rimando,,GK,4,4,420,21,18,3,0.75,0/0,2,0,2,2,50.0,85.7,2009,post,
1497,Jon Busch,,GK,3,3,300,18,16,2,0.67,0/0,1,1,1,2,33.3,88.9,2009,post,
1498,Pat Onstad,,GK,3,3,330,13,9,2,0.67,1/1,1,1,1,2,33.3,69.2,2009,post,
1499,Zach Thornton,,GK,2,2,180,11,8,3,1.5,1/1,0,1,1,0,0.0,72.7,2009,post,
1500,Matt Reis,,GK,2,2,180,15,11,3,1.5,0/0,1,1,0,0,50.0,73.3,2009,post,
1501,William Hesmer,,GK,2,2,180,7,3,4,2.0,1/1,0,2,0,0,0.0,42.9,2009,post,
1502,Kasey Keller,,GK,2,2,210,9,8,1,0.5,0/0,0,1,1,1,0.0,88.9,2009,post,
1503,Josh Saunders,,GK,1,0,54,1,1,0,0.0,0/0,0,0,1,0,0.0,100.0,2009,post,
1504,Terry Boss,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2009,post,
1505,Chris Eylander,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2009,post,
1506,Andrew Dykstra,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2009,post,
1507,Bobby Shuttleworth,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2009,post,
1508,Tyler Deric,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2009,post,
1509,Jon Conway,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2009,post,
1510,Andy Gruenebaum,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2009,post,
1511,Brad Knighton,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2009,post,
1512,Kyle Reynish,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2009,post,
1513,Chris Seitz,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2009,post,
1514,Kenny Schoeni,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2009,post,
1515,Lance Parker,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2009,post,
1516,Dan Kennedy,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2009,post,
1517,Tally Hall,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2009,post,
1518,Kevin Hartman,,GK,4,4,390,20,16,4,1.0,0/0,2,1,1,1,50.0,80.0,2010,post,
1519,Matt Pickens,,GK,4,4,420,17,12,3,0.75,0/0,3,1,0,2,75.0,70.6,2010,post,
1520,Donovan Ricketts,,GK,3,3,270,17,13,4,1.33,0/0,2,1,0,1,66.7,76.5,2010,post,
1521,Jon Busch,,GK,3,3,270,20,14,3,1.0,0/0,1,2,0,0,33.3,70.0,2010,post,
1522,Kasey Keller,,GK,2,2,180,9,6,3,1.5,0/0,0,2,0,0,0.0,66.7,2010,post,
1523,Nick Rimando,,GK,2,2,180,7,4,3,1.5,0/0,0,1,1,0,0.0,57.1,2010,post,
1524,Bouna Coundoul,,GK,2,2,180,10,7,3,1.5,0/0,1,1,0,1,50.0,70.0,2010,post,
1525,Andy Gruenebaum,,GK,2,2,210,9,7,2,1.0,0/0,1,1,0,0,50.0,77.8,2010,post,
1526,Dario Sala,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2010,post,
1527,Kyle Reynish,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2010,post,
1528,Ian Joyce,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2010,post,
1529,Josh Lambo,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2010,post,
1530,Josh Saunders,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2010,post,
1531,Terry Boss,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2010,post,
1532,Steward Ceus,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2010,post,
1533,Brian Perk,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2010,post,
1534,Tim Melia,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2010,post,
1535,Chase Harrison,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2010,post,
1536,Joe Cannon,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2010,post,
1537,Greg Sutton,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2010,post,
1538,William Hesmer,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2010,post,
1539,Tally Hall,,GK,4,4,360,22,20,2,0.5,0/0,3,1,0,2,75.0,90.9,2011,post,
1540,Josh Saunders,,GK,4,4,360,13,11,2,0.5,0/0,4,0,0,2,100.0,84.6,2011,post,
1541,Matt Pickens,,GK,3,3,270,15,11,4,1.33,1/1,1,2,0,1,33.3,73.3,2011,post,
1542,Jimmy Nielsen,,GK,3,3,270,9,7,2,0.67,0/0,2,1,0,2,66.7,77.8,2011,post,
1543,Nick Rimando,,GK,3,3,270,13,7,5,1.67,2/2,1,2,0,1,33.3,53.8,2011,post,
1544,Frank Rost,,GK,3,3,270,15,12,3,1.0,1/1,1,2,0,1,33.3,80.0,2011,post,
1545,Kasey Keller,,GK,2,2,180,12,9,3,1.5,0/0,1,1,0,1,50.0,75.0,2011,post,
1546,Faryd Mondragón,,GK,2,2,180,11,7,3,1.5,0/0,0,2,0,0,0.0,63.6,2011,post,
1547,Kevin Hartman,,GK,1,1,90,6,4,2,2.0,0/0,0,1,0,0,0.0,66.7,2011,post,
1548,William Hesmer,,GK,1,1,90,7,6,1,1.0,0/0,0,1,0,0,0.0,85.7,2011,post,
1549,Andy Gruenebaum,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post,
1550,Eric Kronberg,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post,
1551,Chris Konopka,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post,
1552,Bouna Coundoul,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post,
1553,Kyle Reynish,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post,
